201 6 8259
1 385.0 5.0 27780 11013 .30
2 139.0 425.0 178 267 0 89 .48
3 79.0 289.0 44 66 0 22 .37
4 204.0 437.0 60 90 0 30 .40
5 238.0 307.0 162 243 0 81 .49
6 78.0 68.0 79 158 0 79 .33
7 291.0 334.0 64 128 0 64 .26
8 152.0 495.0 45 90 0 45 .25
9 140.0 96.0 52 104 0 52 .25
10 56.0 419.0 48 96 0 48 .12
11 314.0 426.0 22 44 0 22 .30
12 138.0 173.0 71 142 0 71 .33
13 310.0 175.0 72 108 0 36 .47
14 329.0 9.0 61 122 0 61 .11
15 59.0 489.0 43 86 0 43 .34
16 404.0 41.0 26 52 0 26 .46
17 356.0 42.0 37 74 0 37 .15
18 455.0 417.0 43 86 0 43 .19
19 259.0 158.0 160 240 0 80 .30
20 167.0 167.0 144 216 0 72 .10
21 357.0 13.0 168 252 0 84 .31
22 299.0 356.0 110 165 0 55 .34
23 197.0 474.0 180 270 0 90 .37
24 254.0 297.0 31 62 0 31 .47
25 289.0 373.0 178 267 0 89 .25
26 5.0 343.0 45 90 0 45 .42
27 434.0 443.0 41 82 0 41 .40
28 166.0 481.0 34 51 0 17 .35
29 217.0 47.0 15 30 0 15 .29
30 467.0 459.0 180 270 0 90 .11
31 362.0 53.0 82 123 0 41 .22
32 303.0 309.0 63 126 0 63 .45
33 135.0 3.0 45 90 0 45 .45
34 24.0 257.0 78 117 0 39 .27
35 342.0 12.0 106 159 0 53 .13
36 440.0 174.0 66 132 0 66 .44
37 163.0 225.0 68 136 0 68 .49
38 344.0 463.0 37 74 0 37 .38
39 142.0 92.0 36 72 0 36 .39
40 84.0 21.0 39 78 0 39 .48
41 189.0 478.0 33 66 0 33 .26
42 44.0 361.0 22 44 0 22 .29
43 33.0 231.0 75 150 0 75 .37
44 337.0 123.0 68 102 0 34 .34
45 100.0 92.0 87 174 0 87 .32
46 324.0 388.0 98 147 0 49 .17
47 269.0 178.0 66 99 0 33 .48
48 211.0 320.0 176 264 0 88 .32
49 114.0 331.0 79 158 0 79 .17
50 388.0 116.0 84 168 0 84 .14
51 292.0 154.0 87 174 0 87 .50
52 310.0 150.0 28 56 0 28 .23
53 353.0 448.0 192 288 0 96 .15
54 71.0 281.0 112 168 0 56 .20
55 113.0 336.0 112 168 0 56 .41
56 385.0 422.0 99 198 0 99 .50
57 272.0 353.0 30 60 0 30 .34
58 365.0 253.0 98 196 0 98 .47
59 195.0 117.0 10 20 0 10 .21
60 468.0 57.0 44 88 0 44 .43
61 168.0 476.0 74 111 0 37 .16
62 409.0 341.0 92 138 0 46 .15
63 422.0 379.0 25 50 0 25 .30
64 277.0 64.0 64 96 0 32 .33
65 454.0 188.0 46 69 0 23 .34
66 482.0 494.0 90 180 0 90 .43
67 248.0 110.0 10 20 0 10 .49
68 143.0 316.0 94 188 0 94 .39
69 205.0 324.0 178 267 0 89 .27
70 204.0 201.0 180 270 0 90 .18
71 91.0 290.0 25 50 0 25 .11
72 139.0 9.0 68 102 0 34 .31
73 490.0 395.0 28 56 0 28 .22
74 478.0 366.0 122 183 0 61 .27
75 237.0 435.0 196 294 0 98 .46
76 311.0 205.0 14 28 0 14 .47
77 129.0 159.0 104 156 0 52 .19
78 43.0 347.0 20 30 0 10 .30
79 354.0 382.0 89 178 0 89 .44
80 100.0 445.0 102 153 0 51 .14
81 444.0 456.0 19 38 0 19 .43
82 205.0 89.0 174 261 0 87 .40
83 413.0 468.0 94 188 0 94 .29
84 41.0 288.0 17 34 0 17 .36
85 10.0 24.0 106 159 0 53 .12
86 252.0 357.0 62 124 0 62 .45
87 394.0 290.0 164 246 0 82 .13
88 36.0 362.0 30 60 0 30 .40
89 499.0 421.0 35 70 0 35 .49
90 238.0 141.0 90 135 0 45 .36
91 78.0 115.0 50 75 0 25 .50
92 224.0 98.0 90 135 0 45 .18
93 351.0 471.0 82 123 0 41 .31
94 45.0 478.0 97 194 0 97 .26
95 458.0 5.0 38 76 0 38 .39
96 325.0 461.0 150 225 0 75 .25
97 439.0 231.0 71 142 0 71 .24
98 289.0 161.0 24 36 0 12 .20
99 249.0 19.0 164 246 0 82 .13
100 71.0 426.0 82 123 0 41 .28
101 372.0 73.0 154 231 0 77 .15
102 5.0 333.0 10 20 0 10 .12
103 295.0 119.0 66 132 0 66 .35
104 488.0 268.0 98 147 0 49 .24
105 161.0 34.0 78 117 0 39 .34
106 396.0 470.0 32 48 0 16 .16
107 214.0 474.0 50 75 0 25 .13
108 429.0 274.0 132 198 0 66 .50
109 374.0 330.0 102 153 0 51 .11
110 237.0 309.0 108 162 0 54 .48
111 262.0 25.0 80 120 0 40 .36
112 315.0 177.0 186 279 0 93 .28
113 210.0 107.0 150 225 0 75 .36
114 269.0 244.0 20 30 0 10 .39
115 403.0 277.0 75 150 0 75 .40
116 328.0 457.0 13 26 0 13 .20
117 448.0 166.0 102 153 0 51 .42
118 305.0 28.0 152 228 0 76 .25
119 124.0 80.0 74 111 0 37 .28
120 287.0 197.0 70 140 0 70 .47
121 79.0 300.0 140 210 0 70 .39
122 480.0 251.0 98 196 0 98 .20
123 141.0 454.0 41 82 0 41 .14
124 157.0 113.0 86 172 0 86 .27
125 16.0 302.0 168 252 0 84 .42
126 435.0 196.0 69 138 0 69 .22
127 188.0 156.0 104 156 0 52 .15
128 149.0 12.0 130 195 0 65 .18
129 80.0 149.0 98 147 0 49 .27
130 70.0 83.0 122 183 0 61 .31
131 87.0 201.0 33 66 0 33 .34
132 95.0 50.0 192 288 0 96 .32
133 472.0 457.0 95 190 0 95 .30
134 324.0 73.0 28 56 0 28 .28
135 55.0 31.0 110 165 0 55 .33
136 357.0 202.0 29 58 0 29 .35
137 395.0 462.0 16 32 0 16 .50
138 401.0 245.0 98 196 0 98 .27
139 265.0 303.0 190 285 0 95 .35
140 77.0 222.0 70 140 0 70 .25
141 123.0 317.0 26 52 0 26 .38
142 28.0 411.0 81 162 0 81 .36
143 358.0 454.0 98 147 0 49 .37
144 408.0 155.0 150 225 0 75 .28
145 203.0 492.0 12 24 0 12 .30
146 151.0 271.0 142 213 0 71 .21
147 78.0 272.0 16 32 0 16 .20
148 373.0 72.0 180 270 0 90 .48
149 48.0 39.0 170 255 0 85 .33
150 496.0 130.0 80 120 0 40 .36
151 335.0 381.0 50 75 0 25 .47
152 28.0 183.0 56 112 0 56 .43
153 84.0 286.0 41 82 0 41 .41
154 431.0 102.0 178 267 0 89 .50
155 92.0 344.0 100 150 0 50 .33
156 326.0 247.0 93 186 0 93 .45
157 25.0 37.0 93 186 0 93 .42
158 106.0 47.0 22 44 0 22 .32
159 246.0 116.0 192 288 0 96 .36
160 323.0 492.0 20 30 0 10 .14
161 85.0 497.0 49 98 0 49 .27
162 346.0 118.0 78 156 0 78 .22
163 74.0 168.0 51 102 0 51 .37
164 245.0 455.0 61 122 0 61 .14
165 30.0 364.0 134 201 0 67 .44
166 411.0 77.0 170 255 0 85 .12
167 32.0 461.0 12 24 0 12 .42
168 454.0 334.0 72 144 0 72 .20
169 156.0 97.0 42 84 0 42 .27
170 173.0 279.0 126 189 0 63 .22
171 454.0 37.0 148 222 0 74 .47
172 242.0 217.0 40 60 0 20 .33
173 215.0 115.0 26 39 0 13 .41
174 396.0 469.0 162 243 0 81 .45
175 493.0 377.0 92 184 0 92 .15
176 430.0 10.0 36 72 0 36 .48
177 370.0 73.0 53 106 0 53 .34
178 48.0 433.0 14 28 0 14 .12
179 491.0 393.0 186 279 0 93 .30
180 470.0 365.0 146 219 0 73 .36
181 377.0 238.0 32 48 0 16 .29
182 302.0 21.0 34 68 0 34 .33
183 452.0 209.0 116 174 0 58 .21
184 10.0 255.0 37 74 0 37 .48
185 437.0 362.0 59 118 0 59 .32
186 190.0 183.0 112 168 0 56 .28
187 67.0 269.0 53 106 0 53 .26
188 90.0 124.0 36 54 0 18 .21
189 457.0 402.0 88 176 0 88 .30
190 212.0 216.0 98 196 0 98 .43
191 387.0 464.0 80 160 0 80 .16
192 144.0 292.0 17 34 0 17 .17
193 387.0 18.0 58 116 0 58 .10
194 15.0 50.0 180 270 0 90 .31
195 396.0 61.0 178 267 0 89 .37
196 441.0 86.0 36 72 0 36 .45
197 31.0 471.0 31 62 0 31 .32
198 476.0 49.0 182 273 0 91 .49
199 180.0 333.0 80 160 0 80 .17
200 121.0 424.0 92 138 0 46 .40
201 299.0 157.0 128 192 0 64 .37
